,Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Set,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
3779,FDK38,6.65,0.053506996,3,OUT018,11,1,0,3563.3616,train,0,0,1,0
3780,FDU51,20.2,0.096046304,3,OUT027,35,1,0,4604.6728,train,0,0,0,1
3781,FDS14,7.285,0.049922304,3,OUT013,33,2,0,1571.288,train,0,1,0,0
3782,FDQ40,11.1,0.036083537,3,OUT049,21,1,2,2988.1104,train,0,1,0,0
3783,FDE20,11.35,0.005539114,3,OUT049,21,1,2,4074.696,train,0,1,0,0
3784,FDH58,12.3,0.036939673,2,OUT046,23,0,2,3109.9518,train,0,1,0,0
3785,NCK53,11.6,0.037793818,2,OUT017,13,0,1,2281.6966,train,0,1,0,0
3786,FDJ44,12.3,0.106928681,3,OUT017,13,0,1,3663.2316,train,0,1,0,0
3787,FDN22,18.85,0.138585859,4,OUT045,18,0,1,3271.7412,train,0,1,0,0
3788,FDH56,9.8,0.06407717,2,OUT018,11,1,0,1621.8888,train,0,0,1,0
3789,FDK48,7.445,0.037708542,1,OUT045,18,0,1,1128.531,train,0,1,0,0
3790,FDQ40,11.1,0.036020711,3,OUT035,16,0,1,2109.2544,train,0,1,0,0
3791,FDH10,21.0,0.049295686,4,OUT035,16,0,1,968.739,train,0,1,0,0
3792,FDM21,20.2,0.06449461,4,OUT045,18,0,1,3091.9752,train,0,1,0,0
3793,FDX12,18.2,0.026117345,4,OUT045,18,0,1,3133.2548,train,0,1,0,0
3794,FDM51,11.8,0.025904648,2,OUT013,33,2,0,2037.348,train,0,1,0,0
3795,FDG09,20.6,0.080235512,4,OUT010,22,0,0,563.2668,train,1,0,0,0
3796,DRD37,9.8,0.013830218,1,OUT013,33,2,0,1304.968,train,0,1,0,0
3797,FDN21,18.6,0.076855628,3,OUT046,23,0,2,483.3708,train,0,1,0,0
3798,NCQ06,13.0,0.041824524,4,OUT046,23,0,2,2805.0154,train,0,1,0,0
3799,FDV52,20.7,0.12152072,2,OUT046,23,0,2,1060.6194,train,0,1,0,0
3800,FDC10,9.8,0.073289899,2,OUT017,13,0,1,1325.6078,train,0,1,0,0
3801,FDX51,9.5,0.022054553,4,OUT035,16,0,1,4502.1396,train,0,1,0,0
3802,NCD54,21.1,0.029054046,3,OUT049,21,1,2,2889.572,train,0,1,0,0
3803,NCK18,9.6,0.006665667,3,OUT027,35,1,0,3797.7232,train,0,0,0,1
3804,FDZ01,8.975,0.009057132,2,OUT035,16,0,1,2476.776,train,0,1,0,0
3805,FDT48,4.92,0.045955031,4,OUT046,23,0,2,2182.4924,train,0,1,0,0
3806,FDB40,17.5,0.007551607,3,OUT049,21,1,2,1895.5326,train,0,1,0,0
3807,NCC07,19.6,0.023835164,2,OUT027,35,1,0,3050.6956,train,0,0,0,1
3808,FDT52,9.695,0.047503318,4,OUT049,21,1,2,3185.1872,train,0,1,0,0
3809,FDK09,15.2,0.160665697,4,OUT019,35,0,2,916.1408,train,1,0,0,0
3810,NCQ30,7.725,0.048661041,2,OUT010,22,0,0,121.8414,train,1,0,0,0
3811,FDZ60,20.5,0.208987123,2,OUT019,35,0,2,215.7192,train,1,0,0,0
3812,NCK18,9.6,0.006692529,3,OUT013,33,2,0,2972.1312,train,0,1,0,0
3813,FDV11,9.1,0.136695145,3,OUT010,22,0,0,875.527,train,1,0,0,0
3814,FDR25,17.0,0.140311123,4,OUT017,13,0,1,2649.884,train,0,1,0,0
3815,FDB26,14.0,0.031330907,1,OUT045,18,0,1,745.696,train,0,1,0,0
3816,DRD01,12.1,0.061521569,1,OUT017,13,0,1,1436.7964,train,0,1,0,0
3817,FDG32,19.85,0.176991029,4,OUT017,13,0,1,3558.0352,train,0,1,0,0
3818,FDY49,17.2,0.0120098,3,OUT035,16,0,1,2807.0128,train,0,1,0,0
3819,FDD26,8.71,0.072141818,3,OUT035,16,0,1,2776.386,train,0,1,0,0
3820,FDC22,6.89,0.136984147,4,OUT018,11,1,0,2703.148,train,0,0,1,0
3821,DRD27,18.75,0.0,2,OUT045,18,0,1,1686.4714,train,0,1,0,0
3822,FDA44,19.7,0.052964982,1,OUT027,35,1,0,1754.383,train,0,0,0,1
3823,FDW01,14.5,0.0,3,OUT013,33,2,0,1524.682,train,0,1,0,0
3824,FDV32,7.785,0.155316936,1,OUT019,35,0,2,316.255,train,1,0,0,0
3825,FDK32,16.25,0.048738407,3,OUT027,35,1,0,5031.4506,train,0,0,0,1
3826,NCA05,20.75,0.0,3,OUT013,33,2,0,2969.468,train,0,1,0,0
3827,FDR10,17.6,0.010031539,3,OUT013,33,2,0,1787.0072,train,0,1,0,0
3828,FDL22,16.85,0.036383293,1,OUT035,16,0,1,1086.5856,train,0,1,0,0
3829,FDD10,20.6,0.0,3,OUT035,16,0,1,3568.688,train,0,1,0,0
3830,FDW25,5.175,0.03736783,1,OUT013,33,2,0,255.6672,train,0,1,0,0
3831,FDR47,17.85,0.087604647,4,OUT049,21,1,2,1560.6352,train,0,1,0,0
3832,DRF27,8.93,0.028461453,3,OUT049,21,1,2,5053.422,train,0,1,0,0
3833,FDQ48,14.3,0.034244601,2,OUT027,35,1,0,1957.452,train,0,0,0,1
3834,FDS37,7.655,0.031938828,2,OUT035,16,0,1,1158.492,train,0,1,0,0
3835,NCI18,18.35,0.014024028,4,OUT046,23,0,2,2692.4952,train,0,1,0,0
3836,NCJ42,19.75,0.014232071,2,OUT027,35,1,0,1743.0644,train,0,0,0,1
3837,FDY48,14.0,0.023730384,2,OUT035,16,0,1,1435.4648,train,0,1,0,0
3838,FDB39,11.6,0.038578846,1,OUT049,21,1,2,671.1264,train,0,1,0,0
3839,DRI37,15.85,0.108036187,1,OUT018,11,1,0,703.0848,train,0,0,1,0
3840,FDB58,10.5,0.013572808,3,OUT017,13,0,1,1559.9694,train,0,1,0,0
3841,FDV12,16.7,0.06082402,2,OUT013,33,2,0,1773.6912,train,0,1,0,0
3842,NCU06,17.6,0.074345142,4,OUT013,33,2,0,4364.319,train,0,1,0,0
3843,FDU34,18.25,0.075501241,2,OUT018,11,1,0,249.0092,train,0,0,1,0
3844,FDP31,21.1,0.16216286,1,OUT018,11,1,0,383.5008,train,0,0,1,0
3845,FDV11,9.1,0.081652352,3,OUT035,16,0,1,2101.2648,train,0,1,0,0
3846,NCY06,15.25,0.061434045,2,OUT018,11,1,0,2348.9424,train,0,0,1,0
3847,NCV41,14.35,0.017073332,2,OUT045,18,0,1,1657.842,train,0,1,0,0
3848,FDQ52,17.0,0.118806857,4,OUT027,35,1,0,6705.2718,train,0,0,0,1
3849,FDM38,5.885,0.092694107,1,OUT013,33,2,0,1525.3478,train,0,1,0,0
3850,FDA14,16.1,0.065183228,3,OUT046,23,0,2,1464.76,train,0,1,0,0
3851,FDB23,19.2,0.005561538,4,OUT027,35,1,0,3837.0054,train,0,0,0,1
3852,DRH49,19.7,0.024635077,1,OUT013,33,2,0,1073.2696,train,0,1,0,0
3853,FDI40,11.5,0.126313413,2,OUT017,13,0,1,2010.716,train,0,1,0,0
3854,FDR37,16.5,0.066383907,3,OUT045,18,0,1,2189.1504,train,0,1,0,0
3855,FDS16,15.15,0.066279832,3,OUT049,21,1,2,4540.756,train,0,1,0,0
3856,FDT15,12.15,0.042681522,3,OUT046,23,0,2,2014.045,train,0,1,0,0
3857,FDL32,15.7,0.0,2,OUT013,33,2,0,1230.3984,train,0,1,0,0
3858,FDB39,11.6,0.038736838,1,OUT017,13,0,1,1454.1072,train,0,1,0,0
3859,FDX40,12.85,0.098910759,1,OUT013,33,2,0,308.9312,train,0,1,0,0
3860,DRD13,15.0,0.049178998,1,OUT045,18,0,1,639.168,train,0,1,0,0
3861,FDZ43,11.0,0.057011062,4,OUT013,33,2,0,2908.2144,train,0,1,0,0
3862,DRM59,5.88,0.003589104,3,OUT013,33,2,0,1691.7978,train,0,1,0,0
3863,NCZ18,7.825,0.0,4,OUT017,13,0,1,6849.0846,train,0,1,0,0
3864,FDH52,9.42,0.043690499,1,OUT027,35,1,0,1733.7432,train,0,0,0,1
3865,FDM25,10.695,0.10154201,3,OUT010,22,0,0,175.7712,train,1,0,0,0
3866,NCP05,19.6,0.025164132,3,OUT027,35,1,0,6072.096,train,0,0,0,1
3867,FDY38,13.6,0.119077255,4,OUT013,33,2,0,2330.3,train,0,1,0,0
3868,FDO37,8.06,0.021497594,4,OUT017,13,0,1,1386.1956,train,0,1,0,0
3869,FDV49,10.0,0.025702129,4,OUT027,35,1,0,7136.7102,train,0,0,0,1
3870,NCP02,7.105,0.075000682,1,OUT010,22,0,0,296.281,train,1,0,0,0
3871,NCJ19,18.6,0.118419683,1,OUT045,18,0,1,1545.9876,train,0,1,0,0
3872,FDW44,9.5,0.035151215,3,OUT046,23,0,2,2556.672,train,0,1,0,0
3873,FDU56,16.85,0.044414056,3,OUT046,23,0,2,2028.6926,train,0,1,0,0
3874,FDZ58,17.85,0.052471995,2,OUT017,13,0,1,2450.144,train,0,1,0,0
3875,FDZ15,13.1,0.020853376,2,OUT013,33,2,0,1906.8512,train,0,1,0,0
3876,NCI06,11.3,0.047791878,3,OUT049,21,1,2,5033.448,train,0,1,0,0
3877,FDD36,13.3,0.02136022,2,OUT018,11,1,0,1777.686,train,0,0,1,0
3878,FDD56,15.2,0.103988736,3,OUT045,18,0,1,3677.2134,train,0,1,0,0
3879,FDX27,20.7,0.114581955,2,OUT018,11,1,0,945.436,train,0,0,1,0
3880,FDG50,7.405,0.02556185,1,OUT010,22,0,0,182.4292,train,1,0,0,0
3881,FDU36,6.15,0.046459438,2,OUT018,11,1,0,1675.1528,train,0,0,1,0
3882,FDJ15,11.35,0.023322478,3,OUT046,23,0,2,3307.6944,train,0,1,0,0
3883,FDG32,19.85,0.175962247,4,OUT035,16,0,1,1779.0176,train,0,1,0,0
3884,FDV15,10.3,0.255929096,2,OUT019,35,0,2,311.5944,train,1,0,0,0
3885,FDS28,8.18,0.082333019,1,OUT013,33,2,0,343.5528,train,0,1,0,0
3886,FDU23,12.15,0.021757269,3,OUT049,21,1,2,3302.368,train,0,1,0,0
3887,DRI03,6.03,0.0226994,3,OUT035,16,0,1,4250.4672,train,0,1,0,0
3888,FDH28,15.85,0.110653377,1,OUT017,13,0,1,759.012,train,0,1,0,0
3889,FDP16,18.6,0.065771529,4,OUT010,22,0,0,245.6802,train,1,0,0,0
3890,NCQ29,12.0,0.0,4,OUT017,13,0,1,1561.9668,train,0,1,0,0
3891,NCH30,17.1,0.0,2,OUT018,11,1,0,1358.232,train,0,0,1,0
3892,FDU31,10.5,0.024991056,4,OUT046,23,0,2,2821.6604,train,0,1,0,0
3893,FDF04,17.5,0.013658248,4,OUT049,21,1,2,6199.9296,train,0,1,0,0
3894,FDZ20,16.1,0.034278413,4,OUT013,33,2,0,6867.0612,train,0,1,0,0
3895,NCK05,20.1,0.0,1,OUT010,22,0,0,183.7608,train,1,0,0,0
3896,FDV23,11.0,0.185306514,2,OUT019,35,0,2,622.523,train,1,0,0,0
3897,FDA07,7.55,0.051794958,2,OUT010,22,0,0,122.5072,train,1,0,0,0
3898,FDL03,19.25,0.027058066,4,OUT013,33,2,0,2749.754,train,0,1,0,0
3899,FDX04,19.6,0.041740902,1,OUT018,11,1,0,958.752,train,0,0,1,0
3900,FDV19,14.85,0.035400659,3,OUT018,11,1,0,1444.1202,train,0,0,1,0
3901,FDP22,14.65,0.099535996,1,OUT018,11,1,0,615.1992,train,0,0,1,0
3902,FDT34,9.3,0.175336471,2,OUT017,13,0,1,1472.7496,train,0,1,0,0
3903,FDZ26,11.6,0.143319995,4,OUT027,35,1,0,7170.666,train,0,0,0,1
3904,NCM43,14.5,0.01950565,3,OUT049,21,1,2,2446.815,train,0,1,0,0
3905,DRK35,8.365,0.071846495,1,OUT046,23,0,2,569.259,train,0,1,0,0
3906,FDO20,12.85,0.0,4,OUT046,23,0,2,4794.4258,train,0,1,0,0
3907,FDO22,13.5,0.017887238,1,OUT049,21,1,2,1438.128,train,0,1,0,0
3908,FDM46,7.365,0.159967845,2,OUT046,23,0,2,1304.968,train,0,1,0,0
3909,FDO01,21.1,0.020718655,2,OUT046,23,0,2,2184.4898,train,0,1,0,0
3910,NCX05,15.2,0.096592065,2,OUT027,35,1,0,1621.8888,train,0,0,0,1
3911,FDI46,9.5,0.074460855,4,OUT049,21,1,2,5033.448,train,0,1,0,0
3912,FDD11,12.85,0.030789914,4,OUT017,13,0,1,3036.048,train,0,1,0,0
3913,FDA32,14.0,0.030216783,4,OUT018,11,1,0,3020.0688,train,0,0,1,0
3914,FDW32,18.35,0.094279004,1,OUT035,16,0,1,1545.9876,train,0,1,0,0
3915,FDX22,6.785,0.04022593,4,OUT019,35,0,2,210.3928,train,1,0,0,0
3916,FDQ47,7.155,0.168527463,1,OUT045,18,0,1,1023.3346,train,0,1,0,0
3917,FDT07,5.82,0.077304459,4,OUT035,16,0,1,4613.994,train,0,1,0,0
3918,NCQ43,17.75,0.0,2,OUT018,11,1,0,1201.1032,train,0,0,1,0
3919,FDW07,18.0,0.142570104,1,OUT013,33,2,0,1505.3738,train,0,1,0,0
3920,FDE35,7.06,0.043968652,1,OUT049,21,1,2,585.904,train,0,1,0,0
3921,FDC04,15.6,0.045076878,4,OUT045,18,0,1,2900.2248,train,0,1,0,0
3922,NCW53,18.35,0.030347404,4,OUT027,35,1,0,3078.6592,train,0,0,0,1
3923,NCG07,12.3,0.052492122,4,OUT035,16,0,1,3415.554,train,0,1,0,0
3924,FDQ03,15.0,0.077999504,4,OUT035,16,0,1,1896.1984,train,0,1,0,0
3925,FDV46,18.2,0.012597384,2,OUT013,33,2,0,2936.178,train,0,1,0,0
3926,NCM26,20.5,0.023179181,3,OUT049,21,1,2,2450.144,train,0,1,0,0
3927,DRA59,8.27,0.128126825,3,OUT049,21,1,2,1295.6468,train,0,1,0,0
3928,FDW13,8.5,0.097410707,1,OUT027,35,1,0,2492.7552,train,0,0,0,1
3929,DRF27,8.93,0.028417272,3,OUT046,23,0,2,2603.278,train,0,1,0,0
3930,FDT12,6.215,0.049902382,4,OUT017,13,0,1,3159.8868,train,0,1,0,0
3931,FDD40,20.25,0.014823358,4,OUT045,18,0,1,1154.4972,train,0,1,0,0
3932,FDN25,7.895,0.061424738,1,OUT018,11,1,0,1145.176,train,0,0,1,0
3933,FDE33,19.35,0.049594299,1,OUT013,33,2,0,2278.3676,train,0,1,0,0
3934,NCL29,9.695,0.113939434,3,OUT046,23,0,2,1901.5248,train,0,1,0,0
3935,NCO30,19.5,0.027532258,3,OUT019,35,0,2,551.2824,train,1,0,0,0
3936,FDB16,8.21,0.045016894,1,OUT045,18,0,1,1133.8574,train,0,1,0,0
3937,FDF16,7.3,0.086307051,3,OUT045,18,0,1,1330.2684,train,0,1,0,0
3938,FDL02,20.0,0.104083376,2,OUT046,23,0,2,3705.177,train,0,1,0,0
3939,FDO13,7.865,0.061154604,3,OUT049,21,1,2,1151.1682,train,0,1,0,0
3940,DRG27,8.895,0.184035253,1,OUT019,35,0,2,40.6138,train,1,0,0,0
3941,FDX31,20.35,0.024815024,4,OUT010,22,0,0,467.3916,train,1,0,0,0
3942,FDX11,16.0,0.106918052,3,OUT049,21,1,2,4725.8484,train,0,1,0,0
3943,NCW41,18.0,0.0,3,OUT049,21,1,2,3327.6684,train,0,1,0,0
3944,FDI52,18.7,0.105104552,2,OUT018,11,1,0,1347.5792,train,0,0,1,0
3945,FDN08,7.72,0.087936752,2,OUT027,35,1,0,4124.631,train,0,0,0,1
3946,DRD15,10.6,0.056795923,4,OUT046,23,0,2,3485.463,train,0,1,0,0
3947,DRF01,5.655,0.176070535,3,OUT017,13,0,1,1749.7224,train,0,1,0,0
3948,DRH15,8.775,0.19244045,1,OUT019,35,0,2,131.8284,train,1,0,0,0
3949,FDX59,10.195,0.051871718,1,OUT018,11,1,0,237.6906,train,0,0,1,0
3950,FDO37,8.06,0.035780177,4,OUT010,22,0,0,693.0978,train,1,0,0,0
3951,FDY56,16.35,0.104463896,4,OUT010,22,0,0,225.7062,train,1,0,0,0
3952,FDR31,6.46,0.049162885,3,OUT046,23,0,2,1895.5326,train,0,1,0,0
3953,NCH54,13.5,0.072655379,3,OUT035,16,0,1,3994.8,train,0,1,0,0
3954,NCW06,16.2,0.050442528,4,OUT045,18,0,1,2693.8268,train,0,1,0,0
3955,NCC18,19.1,0.177992139,3,OUT018,11,1,0,2931.5174,train,0,0,1,0
3956,DRJ23,18.35,0.0,4,OUT027,35,1,0,3214.4824,train,0,0,0,1
3957,FDO16,5.48,0.015131684,1,OUT049,21,1,2,1414.825,train,0,1,0,0
3958,FDB08,6.055,0.031151714,3,OUT049,21,1,2,2085.9514,train,0,1,0,0
3959,NCZ53,9.6,0.024456797,4,OUT013,33,2,0,3203.1638,train,0,1,0,0
3960,DRJ01,6.135,0.192540665,3,OUT010,22,0,0,322.2472,train,1,0,0,0
3961,DRE48,8.43,0.01732573,4,OUT046,23,0,2,1182.4608,train,0,1,0,0
3962,DRA59,8.27,0.127821472,4,OUT013,33,2,0,555.2772,train,0,1,0,0
3963,FDS27,10.195,0.012477512,4,OUT049,21,1,2,785.644,train,0,1,0,0
3964,NCW29,14.0,0.028980533,2,OUT018,11,1,0,2077.296,train,0,0,1,0
3965,DRN35,8.01,0.070356805,1,OUT049,21,1,2,755.0172,train,0,1,0,0
3966,FDB09,16.25,0.057396092,2,OUT046,23,0,2,747.0276,train,0,1,0,0
3967,FDV59,13.35,0.048017962,4,OUT035,16,0,1,3483.4656,train,0,1,0,0
3968,FDD26,8.71,0.071806046,4,OUT027,35,1,0,5182.5872,train,0,0,0,1
3969,FDV55,17.75,0.05507343,3,OUT046,23,0,2,1886.8772,train,0,1,0,0
3970,FDH48,13.5,0.0,1,OUT013,33,2,0,1211.756,train,0,1,0,0
3971,FDM51,11.8,0.0,2,OUT010,22,0,0,203.7348,train,1,0,0,0
3972,DRG48,5.78,0.014577695,3,OUT049,21,1,2,1895.5326,train,0,1,0,0
3973,FDP49,9.0,0.0,1,OUT018,11,1,0,552.614,train,0,0,1,0
3974,FDB03,17.75,0.156831826,4,OUT046,23,0,2,1201.769,train,0,1,0,0
3975,FDL10,8.395,0.0,2,OUT013,33,2,0,892.8378,train,0,1,0,0
3976,FDJ32,10.695,0.057512481,1,OUT027,35,1,0,1592.5936,train,0,0,0,1
3977,FDD11,12.85,0.0,4,OUT018,11,1,0,3795.06,train,0,0,1,0
3978,FDW13,8.5,0.098036903,1,OUT049,21,1,2,882.8508,train,0,1,0,0
3979,FDA32,14.0,0.0,4,OUT017,13,0,1,6471.576,train,0,1,0,0
3980,DRQ35,9.3,0.042377219,2,OUT045,18,0,1,1609.9044,train,0,1,0,0
3981,DRI37,15.85,0.107597879,1,OUT046,23,0,2,585.904,train,0,1,0,0
3982,FDU38,10.8,0.082549896,4,OUT046,23,0,2,4602.0096,train,0,1,0,0
3983,FDJ07,7.26,0.02414202,2,OUT010,22,0,0,466.06,train,1,0,0,0
3984,FDT38,18.7,0.057771828,1,OUT018,11,1,0,591.8962,train,0,0,1,0
3985,FDX02,16.0,0.057292529,4,OUT018,11,1,0,4500.808,train,0,0,1,0
3986,NCN18,8.895,0.124610886,2,OUT013,33,2,0,4250.4672,train,0,1,0,0
3987,FDQ13,11.1,0.010663189,1,OUT045,18,0,1,1342.2528,train,0,1,0,0
3988,DRP35,18.85,0.091237452,2,OUT018,11,1,0,1278.336,train,0,0,1,0
3989,DRK47,7.905,0.064325351,4,OUT018,11,1,0,3197.1716,train,0,0,1,0
3990,DRI47,14.7,0.020920179,3,OUT046,23,0,2,3020.0688,train,0,1,0,0
3991,FDK20,12.6,0.041641933,2,OUT045,18,0,1,980.0576,train,0,1,0,0
3992,FDC34,16.0,0.173462841,3,OUT018,11,1,0,2960.1468,train,0,0,1,0
3993,FDI15,13.8,0.24749009,4,OUT019,35,0,2,529.9768,train,1,0,0,0
3994,FDG05,11.0,0.087421738,3,OUT027,35,1,0,2972.797,train,0,0,0,1
3995,FDK34,13.35,0.038744606,4,OUT017,13,0,1,3098.6332,train,0,1,0,0
3996,FDX50,20.1,0.124910635,2,OUT010,22,0,0,110.5228,train,1,0,0,0
3997,FDP56,8.185,0.046673494,1,OUT018,11,1,0,591.2304,train,0,0,1,0
3998,NCX54,9.195,0.048134591,2,OUT049,21,1,2,529.311,train,0,1,0,0
3999,FDI20,19.1,0.038720852,4,OUT018,11,1,0,6331.758,train,0,0,1,0
4000,FDH33,12.85,0.12241394,1,OUT017,13,0,1,703.0848,train,0,1,0,0
4001,NCO29,11.15,0.032321608,3,OUT045,18,0,1,1315.6208,train,0,1,0,0
4002,FDK22,9.8,0.026139404,4,OUT045,18,0,1,1947.465,train,0,1,0,0
4003,DRO47,10.195,0.0,2,OUT046,23,0,2,1810.976,train,0,1,0,0
4004,FDT19,7.59,0.144338493,3,OUT027,35,1,0,4327.7,train,0,0,0,1
4005,FDY25,12.0,0.034166609,3,OUT017,13,0,1,5070.7328,train,0,1,0,0
4006,FDS44,12.65,0.27321283,4,OUT019,35,0,2,480.7076,train,1,0,0,0
4007,FDJ21,16.7,0.03858813,3,OUT049,21,1,2,3353.6346,train,0,1,0,0
4008,FDO40,17.1,0.032628111,3,OUT046,23,0,2,1640.5312,train,0,1,0,0
4009,FDL36,15.1,0.133198355,1,OUT019,35,0,2,89.883,train,1,0,0,0
4010,FDJ21,16.7,0.038528228,3,OUT046,23,0,2,1749.7224,train,0,1,0,0
4011,FDD05,19.35,0.016705436,2,OUT017,13,0,1,3374.2744,train,0,1,0,0
4012,FDS10,19.2,0.058893461,3,OUT010,22,0,0,180.4318,train,1,0,0,0
4013,FDG14,9.0,0.050256161,3,OUT027,35,1,0,4857.6768,train,0,0,0,1
4014,FDN57,18.25,0.054234197,2,OUT046,23,0,2,2269.0464,train,0,1,0,0
4015,FDS47,16.75,0.12961476,1,OUT017,13,0,1,1406.1696,train,0,1,0,0
4016,FDO40,17.1,0.054612768,3,OUT010,22,0,0,596.5568,train,1,0,0,0
4017,FDM50,13.0,0.030150193,1,OUT045,18,0,1,539.298,train,0,1,0,0
4018,FDF44,7.17,0.059849153,2,OUT045,18,0,1,3392.9168,train,0,1,0,0
4019,FDS21,19.85,0.034942397,1,OUT010,22,0,0,123.8388,train,1,0,0,0
4020,NCJ06,20.1,0.060672263,2,OUT019,35,0,2,238.3564,train,1,0,0,0
4021,FDX49,4.615,0.102038294,4,OUT045,18,0,1,2563.33,train,0,1,0,0
4022,FDU33,7.63,0.135258515,1,OUT018,11,1,0,918.804,train,0,0,1,0
4023,NCN06,8.39,0.120396991,3,OUT013,33,2,0,4586.0304,train,0,1,0,0
4024,NCN53,5.175,0.030527166,1,OUT017,13,0,1,635.1732,train,0,1,0,0
4025,NCE30,16.0,0.099053537,4,OUT013,33,2,0,637.1706,train,0,1,0,0
4026,FDN21,18.6,0.134564284,3,OUT019,35,0,2,322.2472,train,1,0,0,0
4027,FDB52,17.75,0.030288215,4,OUT027,35,1,0,4346.3424,train,0,0,0,1
4028,FDA26,7.855,0.073562475,4,OUT027,35,1,0,3285.723,train,0,0,0,1
4029,FDD23,9.5,0.048883854,3,OUT018,11,1,0,2619.2572,train,0,0,1,0
4030,FDH57,10.895,0.035893143,2,OUT018,11,1,0,1318.284,train,0,0,1,0
4031,FDO15,16.75,0.014998914,1,OUT019,35,0,2,221.7114,train,1,0,0,0
4032,FDY49,17.2,0.012012071,3,OUT046,23,0,2,4623.3152,train,0,1,0,0
4033,FDP20,19.85,0.045855273,2,OUT018,11,1,0,1771.028,train,0,0,1,0
4034,DRG11,6.385,0.14032811,2,OUT010,22,0,0,107.8596,train,1,0,0,0
4035,DRJ59,11.65,0.019402371,1,OUT049,21,1,2,579.246,train,0,1,0,0
4036,FDP34,12.85,0.0,3,OUT035,16,0,1,4068.038,train,0,1,0,0
4037,FDY04,17.7,0.042716709,3,OUT017,13,0,1,1794.331,train,0,1,0,0
4038,FDV11,9.1,0.081794766,3,OUT049,21,1,2,700.4216,train,0,1,0,0
4039,FDG20,15.5,0.125942816,3,OUT045,18,0,1,1239.7196,train,0,1,0,0
4040,NCH55,16.35,0.0,2,OUT017,13,0,1,2150.534,train,0,1,0,0
4041,FDV34,10.695,0.011472001,1,OUT018,11,1,0,517.3266,train,0,0,1,0
4042,FDT44,16.6,0.103146658,2,OUT049,21,1,2,2239.0854,train,0,1,0,0
4043,FDG35,21.2,0.012327847,3,OUT019,35,0,2,347.5476,train,1,0,0,0
4044,FDG08,13.15,0.166032929,3,OUT018,11,1,0,2233.0932,train,0,0,1,0
4045,FDX52,11.5,0.04224015,4,OUT017,13,0,1,3089.312,train,0,1,0,0
4046,NCH54,13.5,0.072317217,3,OUT027,35,1,0,3675.216,train,0,0,0,1
4047,FDU24,6.78,0.139484292,2,OUT027,35,1,0,2516.724,train,0,0,0,1
4048,FDW03,5.63,0.024536636,2,OUT035,16,0,1,2090.612,train,0,1,0,0
4049,FDV01,19.2,0.085296625,3,OUT018,11,1,0,1861.5768,train,0,0,1,0
4050,FDQ39,14.8,0.080649685,4,OUT027,35,1,0,6114.7072,train,0,0,0,1
4051,FDA16,6.695,0.0,4,OUT046,23,0,2,3094.6384,train,0,1,0,0
4052,FDO12,15.75,0.054930533,4,OUT046,23,0,2,5089.3752,train,0,1,0,0
4053,FDM44,12.5,0.031097948,2,OUT049,21,1,2,1960.781,train,0,1,0,0
4054,FDT03,21.25,0.016735879,3,OUT010,22,0,0,183.7608,train,1,0,0,0
4055,NCQ18,15.75,0.134418705,2,OUT027,35,1,0,2596.62,train,0,0,0,1
4056,NCL18,18.85,0.168266556,4,OUT018,11,1,0,1749.7224,train,0,0,1,0
4057,NCJ06,20.1,0.034646067,2,OUT035,16,0,1,1310.9602,train,0,1,0,0
4058,NCQ05,11.395,0.021639678,3,OUT049,21,1,2,2708.4744,train,0,1,0,0
4059,FDS35,9.3,0.11144608,1,OUT045,18,0,1,1097.9042,train,0,1,0,0
4060,NCI18,18.35,0.013956116,4,OUT027,35,1,0,5609.365,train,0,0,0,1
4061,NCO55,12.8,0.152377658,2,OUT010,22,0,0,428.7752,train,1,0,0,0
4062,FDW24,6.8,0.037465846,1,OUT013,33,2,0,534.6374,train,0,1,0,0
4063,NCS05,11.5,0.020876485,2,OUT027,35,1,0,1722.4246,train,0,0,0,1
4064,FDO48,15.0,0.0268952,4,OUT045,18,0,1,1989.4104,train,0,1,0,0
4065,FDT35,19.85,0.081916124,3,OUT017,13,0,1,1845.5976,train,0,1,0,0
4066,DRN11,7.85,0.163233667,3,OUT049,21,1,2,2467.4548,train,0,1,0,0
4067,FDY57,20.2,0.121748174,2,OUT018,11,1,0,1725.7536,train,0,0,1,0
4068,DRE27,11.85,0.132939639,2,OUT045,18,0,1,1761.7068,train,0,1,0,0
4069,FDM24,6.135,0.079327367,3,OUT046,23,0,2,2871.5954,train,0,1,0,0
4070,FDX09,9.0,0.065194971,3,OUT013,33,2,0,2117.244,train,0,1,0,0
4071,FDY45,17.5,0.026248606,4,OUT018,11,1,0,3815.034,train,0,0,1,0
4072,FDF41,12.15,0.131921819,4,OUT017,13,0,1,739.038,train,0,1,0,0
4073,FDG05,11.0,0.0,3,OUT049,21,1,2,625.852,train,0,1,0,0
4074,FDF05,17.5,0.026865809,4,OUT035,16,0,1,4207.856,train,0,1,0,0
4075,FDU19,8.77,0.046544984,3,OUT027,35,1,0,4828.3816,train,0,0,0,1
4076,DRH39,20.7,0.092241348,1,OUT027,35,1,0,2450.144,train,0,0,0,1
